newsid,title,text,label
574,"Covid-19: online games are helping social-distancing Hongkongers kill time, but few willing to pay for it, firms say","Hongkongers are playing video games more than ever due to being stuck at home under the city’s Covid-19 social-distancing rules , but they are also spending less money on them given their pessimism about the economy, according to local gaming companies.
Despite the growth in terms of players, revenue at some local companies has dropped 5% to 15% since the pandemic’s outbreak . That stands in contrast to the global market, which has seen growth in both, two members of the Hong Kong Game Industry Association (HKGIA) said recently.
“During the time of Sars [severe acute respiratory syndrome] in 2003, the number of players and revenues increased by 30% to 40%. But what is special about this outbreak is that it has made many people pessimistic about the future of the economy,” said Jack Lai, chairman of the HKGIA and manager of Chinesegamer International (Hong Kong).
“In this outbreak , many people are afraid of losing their jobs, so it is safer to keep their money in their pockets and try not to spend it on luxuries. I think the business model for our games is very similar to the models for watches or jewellery, which requires spare money.
“Showing off a piece of virtual equipment in a game and showing off a luxurious watch in the real world are the same, and the willingness to show off and spend money is not as strong when players have no confidence in the economy.”
Many online games allow players to enhance their experience by paying real-world dollars to access additional content, boost in-game abilities or make cosmetic improvements to online characters.
Based on exchanges with peers at other companies, Lai estimated overall downloads were up 10% to 20%, while overall revenues were down 5% to 15%, compared with data before the pandemic.
HKGIA has 34 member companies, whose revenues account for 60% to 70% of the market share, according to Lai.
The revenues at his company have fallen 20% to 30% due to the pandemic, Lai added.
The scene in Hong Kong stands in sharp contrast with the global scene, where gaming revenues and downloads are growing. Mobile game downloads rose 20% globally in the first quarter of 2020 compared with the same period last year, and consumers spent more than US$6.7bil (RM29.20bil) on mobile gaming in the quarter, 5% higher than the three months prior, data from the app analytics firm App Annie shows.
There are two main factors contributing to the drop in revenue in Hong Kong, according to Lai – the overall economic downturn and the postponement of new game releases.
Since many mobile and online games are free to play, many players have no incentive to spend on in-game upgrades, said Sze Lingling, chief operations officer of Gameone Group, one of the largest gaming companies in Hong Kong and an HKGIA member.
“Nowadays people just use games to kill time ... they can get a game and play for a long time,” she said.
The postponement of new releases amid the pandemic has also impacted gaming company revenues.
Chinesegamer International’s new mobile game Heroes Of Huang Yi , based on martial arts-themed stories by Hong Kong novelist Wong Cho-keung, was expected to be released in February or March, but was postponed until June.
Large-scale promotional activities and exhibitions, which account for about half of the company’s publicity plans, are impossible during the pandemic, he said.
Gameone’s new game The Ravages Of Time , adapted from a comic series by Hong Kong artist Chen Mau, has also been postponed until August.
According to the PayPal 2018 Global Gaming report, 90% of Hongkongers play video games at least once a week. – South China Morning Post
 ",FAKE
639,Parañaque City shuts illegal Chinese clinics selling COVID-19 ‘medicine’,"Authorities raided and shut two Chinese-owned illegal clinics in Parañaque City last night for allegedly selling medicines that purportedly treated the coronavirus.
First to be raided by the police was a Baclaran Village clinic that was located above a milk tea shop. Bearing the sign “Chinese Hospital,” the facility was decked with IV drip stands and sold medicines for three weeks that were neither approved nor checked by the Food and Drug Administration (FDA), reports ABS-CBN News.
Based on English translations of the Chinese labels, most of the drugs were injectables meant to treat HIV , other sexually transmitted diseases, and dengue, Remate reports. Herbal supplements that treated colds, fever, cough, and sore throat, along with non-prescription drugs for flu and other respiratory illnesses were also sold.
“They have all kinds of medicines. I was amazed because most of the medicines I saw were injectables. There were a few oral meds, but there were a lot of IV [intravenous] fluids,” Dr. Olga Virtucio of the Parañaque City Health Office told CNN Philippines.
“There are beds, but not enough to be called a hospital. It’s more of a clinic,” she added.
Ayon sa pamunuan ng Barangay Baclaran, walang permit ang clinic na may nakasulat sa labas na “Chinese Hospital” pic.twitter.com/TPvkHhnNHN
— Jekki Pascual (@jekkipascual) April 27, 2020
Authorities said they raided the facility after an unidentified informant told them that several Chinese patients visited the clinic to seek a cure for COVID-19.
After the local government shut the clinic, authorities had found a second clinic operated by a Chinese man who claimed to be a licensed medical doctor back in his home country. The clinic was similarly treating patients for the coronavirus, according to the police.
Read: Doctor arrested for allegedly profiteering off thermal scanners
The police are still investigating both clinics and Mayor Edwin Olivarez has asked the Bureau of Immigration to deport the Chinese nationals.
The owners will be charged for violating quarantine laws, medical regulations, and for operating without permits. The seized medicines will be turned over to the FDA for testing.
There is no known cure or vaccine for COVID-19. Experts have estimated that it will take about 18 months to create a reliable vaccine.
This article, Parañaque City shuts illegal Chinese clinics selling COVID-19 ‘medicine’ , originally appeared on Coconuts , Asia's leading alternative media company. Want more Coconuts? Sign up for our newsletters!",FAKE
795,CHINESE STATE MEDIA USES TIK-TOK VIDEO OF TREVOR NOAH FOR CORONAVIRUS PROPAGANDA,"A Chinese state media outlet is using Tik-Tok videos of the Daily Show’s Trevor Noah to amplify Communist Party propaganda about the coronavirus pandemic.

“Chinese state propaganda is now making TikToks of Trevor Noah,” tweeted Jack Posobiec. “We are entering a whole new era of information warfare.”

The video was posted to Tik-Tok, a Chinese-owned app, by CGTN (China Global Television Network), a state-owned media group run by the Publicity Department of the Communist Party of China.

The clip features Noah explaining how, “The Chinese government has announced there has been so much improvement in Wuhan that the lockdown will be lifted there.” Noah then jokes about the people of Wuhan “discriminating against us” by closing down their borders to “prevent the America virus from coming in.”

The quip is based on the media’s anger at President Trump for calling COVID-19 the “Chinese virus” (despite the fact that innumerable other viruses throughout history have been named after their place of origin).

Even liberal talk show host Bill Maher slammed the media’s indignation at Trump’s description on his show last week.

It seems that the Publicity Department of the Communist Party of China and CGTN thought that Noah was a perfect mouthpiece through which to amplify their propaganda, which has been focused on denying culpability for coronavirus despite hefty evidence that Beijing covered up COVID-19’s severity and spread in its early days.

Meanwhile, Tik-Tok banned numerous ‘America First’ accounts today after leftist media hit pieces demanded their removal.

Apparently, videos showing underage girls shaking their asses to hip hop songs containing the n-word multiple times is fine, but expressing pro-America opinions isn’t",FAKE
52,Malta looks to start easing COVID-19 measures - Xinhua,"Malta is planning to start gradually easing COVID-19 pandemic counter-measures in the coming days after the country registered no new cases, Health Minister Chris Fearne announced on Sunday.
Out of 448 cases detected in Malta since the confirmation of the first case in early March, 282 have recovered, according to the minister.
Addressing a press conference, Fearne said the sacrifices that people had been asked to make in the past few weeks had paid off.
Malta, he said, took a cautious approach from the outset and had rolled out its plan to be hit by a ""river rather than a tsunami"" so that the country's healthcare system could be able to cope with the demand.
""We always said that we should aim to avoid a tsunami of cases and instead turn the spread into a river, and we have managed to achieve that, also because the majority of the Maltese people obeyed the guidelines of the health authorities and adhered to the instructions to stay home and stay safe,"" Fearne said.
He warned that despite the good news, the pandemic was not over yet.
Fearne urged people to continue observing the guidelines that will remain in place for the time being until the health authorities, based on scientific evidence, start to relax some of the measures introduced gradually over the weeks.
He said the measures will see the re-introduction of some of the health services that were stopped to allow the authorities to concentrate on the virus spread. The government will then also see that social life will be gradually restored and economic activity re-activated.
""There could be a second wave so the authorities wanted to make sure that even this hit us slowly so that we can cope with the demand,"" he said.
Replying to questions, Fearne said 28,000 tests had been carried out and the government did not plan to introduce mandatory testing across the population. It was also against using any app that could track people and invade on their privacy.
Speaking in a radio interview concurrently, Prime Minister Robert Abela said the government was looking at achieving the right balance between restoring life to what it was before the pandemic hit and retaining the success it has had so far in its fight.
The key to managing this process was striking a balance between easing off the measures too soon and not waiting too long.
Malta is currently in partial lockdown, with people over 65 and those suffering from certain health conditions not allowed to leave their homes. It banned travel and is only accepting repatriation flights, with anyone arriving having to spend 14 days in mandatory quarantine.
It also introduced several other measures to prevent community spread over the past few weeks, including a ban on being in groups of more than three people unless from the same household, the closure of all schools and the suspension of all religious services and major events.
Court cases were put off and non-essential surgeries postponed. Banks closed some of their branches as a precaution and the government later ordered the closure of non-essential outlets excluding supermarkets, those selling household items and pharmacies.
Malta is also in the process of ordering a prefabricated 90-bed hospital, similar to the one built in Wuhan, China for COVID-19 patients. It will be set up in the grounds of the only state hospital on the island which has already been extended to full capacity in case it is needed. ",FAKE
329,"Kanika Kapoor confirms she's at home in Lucknow, issues a new statement on her COVID-19 episode","Bollywood singer Kanika Kapoor , the first Bollywood celeb to have tested positive with COVID-19 last month, has confirmed that she's at home in Lucknow.
The Baby Doll singer has taken to Instagram to share a statement in which she said she is currently at her Lucknow house spending some quality time with her parents.
""Every person that I have come in contact with be it in the UK, Mumbai or Lucknow has shown no symptoms of Covid-19, in fact, all those tested have been negative. I travelled from the UK to Mumbai on March 10 and was duly screened at the international airport. There was no advisory on that day (UK travel advisory was released on March 18) that stated that I needed to quarantine myself,"" she clarifies.",FAKE
29,MICROSOFT BANS HEALTHCARE WORKER FROM SKYPE 24 HOURS AFTER ALEX JONES INTERVIEW,"Microsoft-owned Skype has frozen the account of a healthcare worker a day after he appeared on The Alex Jones Show to discuss the coronavirus hysteria and misinformation.

The day after talking with Alex Jones on his Sunday show about the globalists’ coronavirus takeover plan, CT nurse Josiah Dan noticed he’d been locked out of his Microsoft account indefinitely after trying to interview someone on Skype.
“My interviewer sent me a link to connect with the call, I tried to connect and it wouldn’t let me access to my Skype,” Dan told Infowars Tuesday.

“It brought me to the login page, and when I tried to log in it sent me on a wild goose chase to try to find where to fix the problem.”

“When I went to try and fix it, it gave me that message that I violated their terms for use.”

“I still haven’t been able to access Skype,” he continued. “I just tried to do what the website suggested which was to give them my information and then they’d be sending a text message to be able to fix the error, and I haven’t received any text message yet.”

This should terrify everyone.

Microsoft has set a new precedent; they’re now censoring the private correspondence of individuals for the crime of wrongthink.",FAKE
532,WHAT IS “THE NEW NORMAL”?,"We were told lockdown & social distancing were necessary to “return to normal.”

Fair enough.

Now they’re telling us we may never return to normal.

Then what have we been doing for the past month?",FAKE
207,CALIFORNIA HOSPITAL RECORDS MORE SUICIDES THAN CORONAVIRUS DEATHS DURING LOCKDOWN,"California Hospital Records More Suicides Than Coronavirus Deaths During Lockdown
IMAGE CREDITS: SMITH COLLECTION/GADO/GETTY IMAGES.

Doctors at a hospital in California say they have recorded more deaths from suicide than coronavirus, with a year’s worth of suicides and suicide attempts being recorded in a 4 week period.

“Doctors at John Muir Medical Center in Walnut Creek say they have seen more deaths by suicide during this quarantine period than deaths from the COVID-19 virus,” reports ABC 7.

Dr. Mike deBoisblanc, the head of trauma at the hospital, said that he’d never seen suicide at this rate and that the numbers were “unprecedented.” He now says its time to fully end the lockdown.

“I think, originally, this (the shelter-in-place order) was put in place to flatten the curve and to make sure hospitals have the resources to take care of COVID patients.We have the current resources to do that and our other community health is suffering,” said Dr. deBoisblanc.

A veteran nurse who has been at the hospital for 33 years also sounded the alarm bell.

“What I have seen recently, I have never seen before,” said Kacey Hansen. “I have never seen so much intentional injury.”

However, the hospital itself gave a statement saying that it was still in full support of the Shelter-in-Place order.

The suicides emphasize the potential scale of the untold impact the lockdown has had on mental health as people are further atomized and ostracized from friends and family.",FAKE
521,No new Covid-19 +ve cases reported from central dists,"No new Covid-19 +ve cases reported from central dists : There were no new Covid-19 positive cases reported from the central districts on Sunday. According to the health ministry, the total number of positive cases recorded in the region was 235, including 51 in Trichy, 55 in Thanjavur, 44 in Nagapattinam, 42 in Karur and 29 in Tiruvaur. Perambalur, Ariyalur and Pudukottai registered seven, six and one cases respectively.
All the district administrations in the region have been taking various measures to contain the coronavirus spread. Thanjavur, Tiruvarur and Nagapattinam district collectors announced a total lockdown on Sunday in their districts.
To maintain social distance in a more effective manner, collectors of the three districts announced full shut down which was effective between 6am and 9pm on Sunday. Tiruvarur collector T Anand announced a 24-hour total lockdown till 6am on Monday.
A complete lockdown was observed by the people as the order was received well among residents of three districts with main roads and residential areas sporting a deserted look on Sunday. Roaming of people on two-wheelers on city roads was not witnessed during the shutdown.
In Trichy, no new cases were reported for the last 4 days while the number of cases in Karur district has been at 42 since April 17. In Nagapattinam district, the number of cases has been the same since April 20. However, the district administrations are awaiting results of symptomatic and asymptomatic patients, sources from the health department said.
",FAKE
145,"In Detroit, grief runs deep as city grapples with COVID-19","In Detroit, grief runs deep as city grapples with COVID-19 In this undated photo provided by Sherry Gay-Dagnogo, Michigan State Rep. Sherry Gay-Dagnogo, right, stands with her sister Julena Gay, left. Julena, 66, died April 14, 2020 of COVID-19 complications. Gay-Dagnogo said Detroit is experiencing a ""collective loss"" amid the pandemic. (Photo provided by Sherry Gay-Dagnogo via AP) AP Jamon Jordan poses with a photo of his mother, Jacquelynne Jordan, in Detroit, Friday, April 24, 2020. Jamon Jordan could not mourn his mother in the traditional way. At Jacquelynne Jordan’s memorial in early April, there were just seven people. No hugs. No traditional dinner where family members could gather to honor the 66-year-old matriarch’s memory after she died from the new coronavirus COVID-19.  Jamon Jordan could not mourn his mother in the traditional way. At Jacquelynne Jordan's memorial in early April, there were just seven people. No hugs. No traditional dinner where family members could gather to honor the 66-year-old matriarch's memory.
That stripped-down scenario has played out hundreds of times in Detroit — 912 to be exact, the number of city residents who have died of COVID-19.
So amid the pandemic, Detroit — the nation's largest black city, the birthplace of distinctive soulful music and black cultural significance — grieves collectively.
Famed across the world as Motown, Detroiters know it as a big city with a small-town feel, with a connectivity that has only magnified the community's pain.
""People always say that Detroit is like a northern country town,"" said Marsha Battle Philpot, a cultural writer known as Marsha Music. ""There tends to be very closely knit familial connections. In Detroit, there's not six degrees of separation — there are only two and, most of the time, just one. Detroit has this character, which in a time like this, exacerbates the grief and the loss. But it will also be part of the recovery because Detroit is a fighting town.""
The virus has disproportionately impacted black Americans across the country, including Detroit, where more than 8,500 infections have been reported, with black people accounting for more than 64% of them. And nearly 77% of the city's residents who have died from coronavirus-related complications have been African American. The losses have shattered the city, compounded by a heightened economic uncertainty.
Among those lost: community pillars, dedicated public servants and Michigan's youngest victim, 5-year-old Skylar Herbert, whose parents, LaVondria and Ebbie Herbert, have served Detroit for decades — as a police officer and a firefighter.
""They've been on the front line and they've served with honor and integrity,"" Gov. Gretchen Whitmer said after Skylar's death. ""They did not deserve to lose their child to this virus. Nobody does.""'
Jamon Jordan, who runs the Black Scroll Network History and Tours company in Detroit, contracted COVID-19 himself, most likely while giving tours in early March.
While he was battling the virus, his mother also fell ill. Despite his mother having existing health conditions, he said they both struggled to convince doctors they needed to be tested and were told not to come to the hospital and instead self-quarantine for two weeks.
Jordan got better; his mother grew sicker. She died March 28.
""She did not make it to two weeks,"" Jordan said. ""She was brought in by ambulance and, within an hour of arriving to the hospital, she had already passed away. I made it, but she didn't.""
And then her family could safely offer only an abbreviated farewell.
""In the African American community, homegoing celebrations, funerals, are just a part of a very spiritual experience that allows family and the community to move this ancestor onto the afterlife,"" said Jordan, a black historian. ""It's a part of a communal practice that goes all the way back to our African roots.
""It's a blow to this culture, our practices, our traditions, that we can't really say goodbye,"" he said. ""When this is over, there are things that will not exist in our community, there are ideas that we will never see come to fruition. Detroit will be different.""
Tributes cascade in every day on a Facebook COVID-19 group memorial page created by Michigan State Rep. Sherry Gay-Dagnogo. Just weeks after she started it, Gay-Dagnogo's own sister became one of hundreds honored on the page.
Julena Gay was Gay-Dagnogo's backbone, everything a sister should be. She died April 14 at the age of 63.
""This type of collective loss, it's profound,"" Gay-Dagnogo said. ""There's a fear of 'am I next?' I started this page because people need to get beyond the thought that black people aren't dying — they're dying in record numbers.""
Beyond the grief lies deep economic pain.
Despite gains in recent years, including the city emerging from bankruptcy, swaths of neighborhoods remain blighted and 33% of Detroit residents live below the poverty line. And city leaders announced this month that the pandemic has created a projected $348 million budget deficit.
A poll shared exclusively with The Associated Press, conducted in early April by the University of Michigan's Detroit Metro Area Communities Study, found 35% of Detroiters employed full time or part time before March 1 have lost their jobs as a result of the pandemic. The study surveyed 1,020 residents across demographics.
Jeffrey Morenoff, one of the study's faculty research leads and director of the university's Population Studies Center, said roughly 1 in 5 Detroiters say they will run out of money in three months. And research associate Lydia Wileden said the survey also found 49% of black residents are concerned about access to food, water and other supplies and 42% said they wouldn't be able to afford a $400 emergency expense.
For now, the focus is on how to help the city survive the widening ripples of devastating loss.
""There's going to be an aftermath of this, not only physically, socially, spiritually but also, mentally,"" said Bishop Edgar Vann, who has been senior pastor of Detroit's Second Ebenezer Church for 45 years.
""It's going to be difficult whenever you reopen because the norms that we had will be old and shattered. But there is a uniqueness about the city and, of course, one of them is the population being 80% African American. There is a certain spirit here, there's a grit, toughness and resilience.""
___
Kat Stafford is a member of The Associated Press' Race and Ethnicity team. Follow her on Twitter at https://twitter.com/kat__stafford.
___
Associated Press writers Corey Williams and David Eggert contributed. April 26, 2020 ",FAKE
703,"Inadequate food, poor conditions, no information: Covid-19 suspects post videos to highlight what ails Agra’s quarantine facility ","Inadequate food, poor conditions, no information: Covid-19 suspects post videos to highlight what ails Agra’s quarantine facility Anuja Jaiswal | TNN | Updated: Apr 27, 2020, 10:33 IST The video shows food and water bottles being kept outside the quarantine centre and inmates collecting them from inside the locked gate. AGRA: A large number of people, who have been quarantined for suspected Covid-19 infections at various centres in Agra are experiencing a harrowing time due to poor facilities, including inadequate food and hygiene. Majority of them have not been tested for Covid-19, for which they have been shut behind closed doors.
A video, which has gone viral, shows food and water bottles being kept outside the quarantine centre and inmates collecting them from inside the locked gate. Some of them claimed that they are not getting adequate quantity of food packets and are sleeping empty stomachs.
According to Agra administration, there are around 21 active quarantine centres across Agra, housing about 800 inmates at present. ""About 30 more quarantine centres have been proposed by the administration for use, if needed,"" said ADM Pushpraj Singh, adding that they are presently using 50 percent of the capacity in order to effectively maintain social distancing among patients and to provide them all facilities.
However, one of the girls, who purportedly shot the video from a quarantine centre at Sharda Group of Institution in Sikandara, said that no social distancing is being maintained and all persons including her were brought there for a medical check up. She said that no tests have been conducted so far. She added that they are not even getting proper food and water.
The video and pictures circulating on the social media show a total lack of hygienic conditions inside. Empty food packets, leaking water taps and stained and dirty washbasins could be seen at the centre where these suspect patients are kept.
Singh, however denied these claims, saying that due to psychological trauma and panic, people may be ""reacting"" like this. He said, ""medical tests are being conducted on first come, first basis and adequate facilities are being provided there. He claimed that the inmates are also being provided rations for one week to 15 days at the time of their discharge from the centre"".
""The administration has also tied up with hotels for paid quarantine centres and if someone wants to shift there, they can do so by paying a Rs 800-1000 per day,"" he added.
Another girl, who was quarantined along with her 9 family members on Saturday, told TOI over phone that she doesn’t know whether her mother, who died, was Covid-19 positive or not. She said that her mother had expired after a few hours of her admission at SN Medical College.
""We all are at the quarantine centre and don’t know the reasons for it,"" said the girl, adding that they are not being informed about anything and the facilities there were very poor. She added that none of her family members were tested at the centre and were later shifted to their homes and quarantined there.
When contacted, SNMC principal, GK Aneja, said, ""the deceased was Covid-19 +ve and as per protocol her body would be cremated at the electronic moratorium”. He told TOI that she died with 35 minutes of the admission at the hospital as her condition was critical.
In Video: Covid-19 lockdown: Poor facility, inadequate food for inmates at this Agra quarantine facility ",FAKE
858,"Covid-19 situation improving in India: Centre,","Chennai: NEW DELHI: The highest daily surge of 1,975 new novel coronavirus cases in India took the total COVID-19 cases to nearly 27,000 on Sunday but the government said that pandemic situation in the country might be ‘improving’ as several hotspot districts are now turning into non-hotspot districts.
The Centre has however urged states not to lower the guards and cautioned those with high case loads to pay attention on lockdown measures and rigorous containment strategies.The toll due to the contagious infection has now increased to 826 as 47 more deaths were reported since Saturday and 5,913 who were infected with COVID-19, have been discharged or cured of the virus, taking the recovery rate to over 21 per cent.
“People should follow lockdown 2.0 in letter and spirit but it’s a relief to note that the situation is improving as some hot spot districts have now move to non hot-spot category,” said Union health ministry after reviewing the preparedness at AIIMS trauma centre in Delhi--a dedicated COVID-19 hospital.
Earlier, the total number of hotspot districts in India were 170 and but on Friday the Centre had said that there are 12 districts that have not recorded any new coronavirus cases in last 28 days. These districts earlier had reported confirmed cases of the disease.
On Sunday, cabinet secretary Rajiv Gauba held a meeting with the chief secretaries and police heads of all states to review the COVID-19 preparedness response. “He highlighted that states which are having high cases loads should focus on effective implementation of lockdown measures and containment strategy,” said a statement by the government.
It also said, “States also need to focus on medical infrastructure which includes medical facilities such as availability of isolation beds, ICU beds, ventilator.”",FAKE
333,Can Estrogen and Other Sex Hormones Help Men Survive Covid-19? - frnews,"As the novel coronavirus swept through communities around the world, preying disproportionately on the poor and the vulnerable, one disadvantaged group has demonstrated a remarkable resistance. Women, whether from China, Italy or the U.S., have been less likely to become acutely ill — and far more likely to survive. Which has made doctors wonder: Could hormones produced in greater quantities by women be at work? Now scientists on two coasts, acting quickly on their hunches in an effort to save men’s lives, are testing the hypothesis. The two clinical trials will each dose men with the sex hormones for limited durations. Last week, doctors on Long Island in New York started treating Covid-19 patients with estrogen in an effort to increase their immune systems, and next week, physicians in Los Angeles will start treating male patients with another hormone that is predominantly found in women, progesterone, which has anti-inflammatory properties and can potentially prevent harmful overreactions of the immune system. “There’s a striking difference between the number of men and women in the intensive care unit, and men are clearly doing worse,” said Dr. Sara Ghandehari, a pulmonologist and intensive care physician at Cedars-Sinai in Los Angeles who is the principal investigator for the progesterone study. She said 75 percent of the hospital’s intensive care patients and those on ventilators are men. And pregnant women, who are usually immunocompromised but have high levels of estrogen and progesterone, tend to have mild courses of the disease. “So something about being a woman is protective, and something about pregnancy is protective, and that makes us think about hormones,” Dr. Ghandehari said. Some experts who study sex differences in immunity, however, warned that hormones may fail to be the magic bullet that some are hoping for; even elderly women with Covid-19 are outliving their male peers, and there is a drastic reduction in levels of hormones for women after menopause. The genesis of the estrogen trial at the Renaissance School of Medicine at Stony Brook University on Long Island stemmed from a similar observation, said Dr. Sharon Nachman, the trial’s principal investigator, who credited a Stony Brook surgeon, Dr. Anthony Gasparis, with the idea. The trial enrolled its first patient this past week, and preliminary results could be available in a few months, she said. “It’s totally out of the box, which is how good ideas often start,” said Dr. Nachman, associate dean for research at the Renaissance School, which is part of the State University of New York. The gender gap in coronavirus survival became apparent early in the pandemic. Reports from China indicated men were dying at higher rates, but the disparity was attributed to higher smoking rates. But the outcomes were consistent in other countries, with men in Italy dying at higher rates than women, and men in New York City dying at nearly double the rate of women. Scientists who study sex differences say that both biological differences in immunity, as well as behavioral factors are at play. Men smoke more almost everywhere, they say; men also wash their hands less. While women appear to have more robust immune systems, these experts say, the causes are complex and multifactorial, and hormones are only part of the picture. If such sex hormones were the primary protective factor for women, then elderly women with Covid-19 would fare as poorly as elderly men, because women’s reproductive hormones plummet after menopause, said Sabra Klein, a scientist who studies sex differences in viral infections and vaccination responses at the Johns Hopkins Bloomberg School of Public Health. But that’s not the case, she said. “We see this bias across the life course,” Dr. Klein said. “Older men are still disproportionately affected, and that suggests to me it’s got to be something genetic, or something else, that’s not just hormonal.” “Estrogen has immune modulatory properties — don’t get me wrong,” she continued. “You could get a beneficial effect in both men and women. But if women are better at recovery at 93 years old, I doubt it’s hormones.” Research has shown estrogen may have an effect on a protein known as angiotensin-converting enzyme 2 (ACE2), for example. The coronavirus uses ACE2 receptors on the surfaces of cells as an entry route, and ACE2 is regulated differently in men and women, said Kathryn Sandberg, director of the Center for the Study of Sex Differences in Health, Aging and Disease at Georgetown University. In studies with rats, Dr. Sandberg and her colleagues have shown that estrogen can reduce ACE2 protein expression in their kidneys, so it is possible the hormone may reduce ACE2 expression in men as well. Dr. Nachman said, “We may not understand exactly how estrogen works, but maybe we can see how the patient does,” adding that estrogen played a complex role, both in the early immune response that could help clear a viral infection, as well as in a secondary clean up or repair response, which could evolve into a cytokine storm. “While we see women do get infected, their responses are different,” Dr. Nachman said. “We see fewer of them having the second, disregulated immune response.” The Stony Brook estrogen trial is recruiting 110 patients who come to the hospital’s emergency room with symptoms like fever, cough, shortness of breath or pneumonia, and who have either tested positive for Covid-19 or are presumed to have the illness, as long as they do not require intubation. The trial is open to adult men as well as to women aged 55 and older, since they have low levels of estrogen. Half of the participants will be given an estradiol patch for one week, while the other half will serve as a control group, and researchers will follow them to see whether estrogen reduces the severity of their disease. The Cedars-Sinai study is smaller, with only 40 subjects, all men, half of whom will be a control group. Only hospital inpatients with mild to moderate disease who have tested positive for Covid-19 can participate. (Patients with certain conditions, like a history of blood clots, are excluded for safety reasons.) The patients will get two shots of progesterone a day for five days. They will be monitored to see if their status is improving, how their needs for oxygen change and whether they go on to require intensive care or mechanical ventilation; their progress will be compared to patients in the control group. The researchers in Los Angeles are pinning their hopes on progesterone rather than estrogen because research has shown that the hormone reduces pro-inflammatory immune cells, and supports those that fight inflammation, Dr. Ghandehari said. The hypothesis is that progesterone will prevent or dampen a harmful overreaction of the immune system, called a cytokine storm, and will reduce the likelihood of acute respiratory distress syndrome. Both hormones are believed to be safe, especially when used for short durations. Participants will be warned of possible side effects that may be a first for many men, like tenderness in the breast and hot flashes. ",FAKE
48,Singapore reports 886 COVID-19 cases from foreign workers' dormitories ,"Singapore reports 886 COVID-19 cases from foreign workers' dormitories.
Coronavirus cases in Singapore crossed the 13,000-mark on Sunday after 931 positive cases, including 886 foreign workers living in packed dormitories, were confirmed. Another 25 were work permit holders living outside the dormitories, said the Health Ministry on Sunday. There were also two imported cases reported today. Both are Singaporeans who have been placed on stay-home notice upon their arrival in Singapore on Apr 10, said the ministry. Only 13 cases were from the local community, Singapore citizens and permanent residents (foreigners), with another five on work passes (foreigners), said the Ministry. The Sunday's cases raised the total number to 13,624. Twenty-two of the 1,311 cases still in hospital are in critical condition in the intensive care unit. Most are stable or their condition is improving, the ministry said. Fifty-eight people were discharged following recovery. In all, 1,060 have fully recovered from the infection and have been discharged from hospitals or community isolation facilities. Meanwhile, 11,241 cases are currently isolated and cared for at community facilities. These are cases that have mild symptoms or are clinically well but still test positive for COVID-19, Channel News Asia reported citing the ministry data. Singapore is now in an extended ""circuit breaker"" period to stem the spread of COVID-19. The period was extended to June 1, 2020 from the first set to end on May 4. It will take at least a week of sustained decline in local community cases, which excludes migrant workers, before Singapore can say that it has turned the corner, reported The Straits Times citing experts. The latest numbers on Sunday reined in any optimism that Singapore may be beginning to see some early signs of the infection curve flattening. On Saturday, nine community cases were confirmed, marking the first time numbers have dropped to the single digits this month. Numbers at dormitories also dropped to 597, down from about an average of a thousand daily in the five days before. Experts told The Straits Times that the slide in community cases needs to be sustained until at least the first week of May, and even then, the clusters at dormitories may remain a challenge. Foreign workers' dormitories have been locked down as the government struggles to curb the second wave of the COVID-19. Earlier, reported Channel News Asia cited experts as saying that five weeks from now if the number of daily COVID-19 cases in the community falls to single digits and the situation in the foreign worker dormitories improves, “circuit breaker” measures in Singapore may ease gradually. 
",FAKE
944,Delhi hospital claims it successfully cured COVID-19 patient using plasma therapy,"New Delhi: A private hospital here claimed that a coronavirus patient , who was administered plasma therapy for the first time in the facility, was discharged on Sunday after being completely cured .
The 49-year-old man had tested positive for COVID - 19 on April 4 and was admitted to Max Hospital , Saket, it said in a statement.
As his condition deteriorated, he was put on ventilator support on April 8, the hospital added.",FAKE
